#,Title,slug,Difficulty
1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,Medium
1153,String Transforms Into Another String,string-transforms-into-another-string,Hard
1154,Day of the Year,day-of-the-year,Easy
1155,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,Medium
1156,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,Medium
1157,Online Majority Element In Subarray,online-majority-element-in-subarray,Hard
1158,Market Analysis I,market-analysis-i,Medium
1159,Market Analysis II,market-analysis-ii,Hard
1160,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,Easy
1161,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,Medium
1162,As Far from Land as Possible,as-far-from-land-as-possible,Medium
1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,Hard
1164,Product Price at a Given Date,product-price-at-a-given-date,Medium
1165,Single-Row Keyboard,single-row-keyboard,Easy
1166,Design File System,design-file-system,Medium
1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,Medium
1168,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,Hard
1169,Invalid Transactions,invalid-transactions,Medium
1170,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,Easy
1171,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,Medium
1172,Dinner Plate Stacks,dinner-plate-stacks,Hard
1173,Immediate Food Delivery I,immediate-food-delivery-i,Easy
1174,Immediate Food Delivery II,immediate-food-delivery-ii,Medium
1175,Prime Arrangements,prime-arrangements,Easy
1176,Diet Plan Performance,diet-plan-performance,Easy
1177,Can Make Palindrome from Substring,can-make-palindrome-from-substring,Medium
1178,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,Hard
1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,Easy
1181,Before and After Puzzle,before-and-after-puzzle,Medium
1182,Shortest Distance to Target Color,shortest-distance-to-target-color,Medium
1183,Maximum Number of Ones,maximum-number-of-ones,Hard
1185,Day of the Week,day-of-the-week,Easy
1186,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,Medium
1187,Make Array Strictly Increasing,make-array-strictly-increasing,Hard
1188,Design Bounded Blocking Queue,design-bounded-blocking-queue,Medium
1189,Maximum Number of Balloons,maximum-number-of-balloons,Easy
1190,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,Medium
1191,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,Medium
1192,Critical Connections in a Network,critical-connections-in-a-network,Hard
1193,Monthly Transactions I,monthly-transactions-i,Medium
1194,Tournament Winners,tournament-winners,Hard
1195,Fizz Buzz Multithreaded,fizz-buzz-multithreaded,Medium
1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,Easy
1197,Minimum Knight Moves,minimum-knight-moves,Medium
1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,Medium
1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks,Hard
1201,Ugly Number III,ugly-number-iii,Medium
1203,Sort Items by Groups Respecting Dependencies,sort-items-by-groups-respecting-dependencies,Hard
1204,Last Person to Fit in the Elevator,last-person-to-fit-in-the-elevator,Medium
1205,Monthly Transactions II,monthly-transactions-ii,Medium
1206,Design Skiplist,design-skiplist,Hard
1207,Unique Number of Occurrences,unique-number-of-occurrences,Easy
1208,Get Equal Substrings Within Budget,get-equal-substrings-within-budget,Medium
1209,Remove All Adjacent Duplicates in String II,remove-all-adjacent-duplicates-in-string-ii,Medium
1210,Minimum Moves to Reach Target with Rotations,minimum-moves-to-reach-target-with-rotations,Hard
1211,Queries Quality and Percentage,queries-quality-and-percentage,Easy
1212,Team Scores in Football Tournament,team-scores-in-football-tournament,Medium
1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,Easy
1214,Two Sum BSTs,two-sum-bsts,Medium
1215,Stepping Numbers,stepping-numbers,Medium
1216,Valid Palindrome III,valid-palindrome-iii,Hard
1217,Play with Chips,play-with-chips,Easy
1218,Longest Arithmetic Subsequence of Given Difference,longest-arithmetic-subsequence-of-given-difference,Medium
1219,Path with Maximum Gold,path-with-maximum-gold,Medium
1220,Count Vowels Permutation,count-vowels-permutation,Hard
1221,Split a String in Balanced Strings,split-a-string-in-balanced-strings,Easy
1222,Queens That Can Attack the King,queens-that-can-attack-the-king,Medium
1223,Dice Roll Simulation,dice-roll-simulation,Medium
1224,Maximum Equal Frequency,maximum-equal-frequency,Hard
1225,Report Contiguous Dates,report-contiguous-dates,Hard
1227,Airplane Seat Assignment Probability,airplane-seat-assignment-probability,Medium
1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,Easy
1229,Meeting Scheduler,meeting-scheduler,Medium
1230,Toss Strange Coins,toss-strange-coins,Medium
1231,Divide Chocolate,divide-chocolate,Hard
1232,Check If It Is a Straight Line,check-if-it-is-a-straight-line,Easy
1233,Remove Sub-Folders from the Filesystem,remove-sub-folders-from-the-filesystem,Medium
1234,Replace the Substring for Balanced String,replace-the-substring-for-balanced-string,Medium
1235,Maximum Profit in Job Scheduling,maximum-profit-in-job-scheduling,Hard
1236,Web Crawler,web-crawler,Medium
1237,Find Positive Integer Solution for a Given Equation,find-positive-integer-solution-for-a-given-equation,Easy
1238,Circular Permutation in Binary Representation,circular-permutation-in-binary-representation,Medium
1240,Tiling a Rectangle with the Fewest Squares,tiling-a-rectangle-with-the-fewest-squares,Hard
1241,Number of Comments per Post,number-of-comments-per-post,Easy
1242,Web Crawler Multithreaded,web-crawler-multithreaded,Medium
1243,Array Transformation,array-transformation,Easy
1244,Design A Leaderboard,design-a-leaderboard,Medium
1245,Tree Diameter,tree-diameter,Medium
1246,Palindrome Removal,palindrome-removal,Hard
1247,Minimum Swaps to Make Strings Equal,minimum-swaps-to-make-strings-equal,Medium
1248,Count Number of Nice Subarrays,count-number-of-nice-subarrays,Medium
1249,Minimum Remove to Make Valid Parentheses,minimum-remove-to-make-valid-parentheses,Medium
1250,Check If It Is a Good Array,check-if-it-is-a-good-array,Hard
1251,Average Selling Price,average-selling-price,Easy
1252,Cells with Odd Values in a Matrix,cells-with-odd-values-in-a-matrix,Easy
1253,Reconstruct a 2-Row Binary Matrix,reconstruct-a-2-row-binary-matrix,Medium
1254,Number of Closed Islands ,number-of-closed-islands,Medium
1255,Maximum Score Words Formed by Letters,maximum-score-words-formed-by-letters,Hard
1256,Encode Number,encode-number,Medium
1257,Smallest Common Region,smallest-common-region,Medium
1258,Synonymous Sentences,synonymous-sentences,Medium
1259,Handshakes That Don't Cross,handshakes-that-dont-cross,Hard
1262,Greatest Sum Divisible by Three,greatest-sum-divisible-by-three,Medium
1263,Minimum Moves to Move a Box to Their Target Location,minimum-moves-to-move-a-box-to-their-target-location,Hard
1264,Page Recommendations,page-recommendations,Medium
1265,Print Immutable Linked List in Reverse,print-immutable-linked-list-in-reverse,Medium
1266,Minimum Time Visiting All Points,minimum-time-visiting-all-points,Easy
1268,Search Suggestions System,search-suggestions-system,Medium
1269,Number of Ways to Stay in the Same Place After Some Steps,number-of-ways-to-stay-in-the-same-place-after-some-steps,Hard
1270,All People Report to the Given Manager,all-people-report-to-the-given-manager,Medium
1271,Hexspeak,hexspeak,Easy
1272,Remove Interval,remove-interval,Medium
1273,Delete Tree Nodes,delete-tree-nodes,Medium
1274,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,Hard
1275,Find Winner on a Tic Tac Toe Game,find-winner-on-a-tic-tac-toe-game,Easy
1276,Number of Burgers with No Waste of Ingredients,number-of-burgers-with-no-waste-of-ingredients,Medium
1277,Count Square Submatrices with All Ones,count-square-submatrices-with-all-ones,Medium
1278,Palindrome Partitioning III,palindrome-partitioning-iii,Hard
1279,Traffic Light Controlled Intersection,traffic-light-controlled-intersection,Easy
1280,Students and Examinations,students-and-examinations,Easy
1281,Subtract the Product and Sum of Digits of an Integer,subtract-the-product-and-sum-of-digits-of-an-integer,Easy
1282,Group the People Given the Group Size They Belong To,group-the-people-given-the-group-size-they-belong-to,Medium
1283,Find the Smallest Divisor Given a Threshold,find-the-smallest-divisor-given-a-threshold,Medium
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard
1285,Find the Start and End Number of Continuous Ranges,find-the-start-and-end-number-of-continuous-ranges,Medium
1286,Iterator for Combination,iterator-for-combination,Medium
1287,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,Easy
1288,Remove Covered Intervals,remove-covered-intervals,Medium
1289,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,Hard
1290,Convert Binary Number in a Linked List to Integer,convert-binary-number-in-a-linked-list-to-integer,Easy
1291,Sequential Digits,sequential-digits,Medium
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Medium
1293,Shortest Path in a Grid with Obstacles Elimination,shortest-path-in-a-grid-with-obstacles-elimination,Hard
1294,Weather Type in Each Country,weather-type-in-each-country,Easy
1295,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,Easy
1296,Divide Array in Sets of K Consecutive Numbers,divide-array-in-sets-of-k-consecutive-numbers,Medium
1297,Maximum Number of Occurrences of a Substring,maximum-number-of-occurrences-of-a-substring,Medium
1298,Maximum Candies You Can Get from Boxes,maximum-candies-you-can-get-from-boxes,Hard
1299,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,Easy
1300,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,Medium
1301,Number of Paths with Max Score,number-of-paths-with-max-score,Hard
1302,Deepest Leaves Sum,deepest-leaves-sum,Medium
1303,Find the Team Size,find-the-team-size,Easy
1304,Find N Unique Integers Sum up to Zero,find-n-unique-integers-sum-up-to-zero,Easy
1305,All Elements in Two Binary Search Trees,all-elements-in-two-binary-search-trees,Medium
1306,Jump Game III,jump-game-iii,Medium
1307,Verbal Arithmetic Puzzle,verbal-arithmetic-puzzle,Hard
1308,Running Total for Different Genders,running-total-for-different-genders,Medium
1309,Decrypt String from Alphabet to Integer Mapping,decrypt-string-from-alphabet-to-integer-mapping,Easy
1310,XOR Queries of a Subarray,xor-queries-of-a-subarray,Medium
1311,Get Watched Videos by Your Friends,get-watched-videos-by-your-friends,Medium
1312,Minimum Insertion Steps to Make a String Palindrome,minimum-insertion-steps-to-make-a-string-palindrome,Hard
1313,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,Easy
1314,Matrix Block Sum,matrix-block-sum,Medium
1315,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,Medium
1316,Distinct Echo Substrings,distinct-echo-substrings,Hard
1317,Convert Integer to the Sum of Two No-Zero Integers,convert-integer-to-the-sum-of-two-no-zero-integers,Easy
1318,Minimum Flips to Make a OR b Equal to c,minimum-flips-to-make-a-or-b-equal-to-c,Medium
1319,Number of Operations to Make Network Connected,number-of-operations-to-make-network-connected,Medium
1320,Minimum Distance to Type a Word Using Two Fingers,minimum-distance-to-type-a-word-using-two-fingers,Hard
1321,Restaurant Growth,restaurant-growth,Medium
1322,Ads Performance,ads-performance,Easy
1323,Maximum 69 Number,maximum-69-number,Easy
1324,Print Words Vertically,print-words-vertically,Medium
1325,Delete Leaves With a Given Value,delete-leaves-with-a-given-value,Medium
1326,Minimum Number of Taps to Open to Water a Garden,minimum-number-of-taps-to-open-to-water-a-garden,Hard
1327,List the Products Ordered in a Period,list-the-products-ordered-in-a-period,Easy
1328,Break a Palindrome,break-a-palindrome,Medium
1329,Sort the Matrix Diagonally,sort-the-matrix-diagonally,Medium
1330,Reverse Subarray To Maximize Array Value,reverse-subarray-to-maximize-array-value,Hard
1331,Rank Transform of an Array,rank-transform-of-an-array,Easy
1332,Remove Palindromic Subsequences,remove-palindromic-subsequences,Easy
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",filter-restaurants-by-vegan-friendly-price-and-distance,Medium
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Medium
1335,Minimum Difficulty of a Job Schedule,minimum-difficulty-of-a-job-schedule,Hard
1336,Number of Transactions per Visit,number-of-transactions-per-visit,Hard
1337,The K Weakest Rows in a Matrix,the-k-weakest-rows-in-a-matrix,Easy
1338,Reduce Array Size to The Half,reduce-array-size-to-the-half,Medium
1339,Maximum Product of Splitted Binary Tree,maximum-product-of-splitted-binary-tree,Medium
1340,Jump Game V,jump-game-v,Hard
1341,Movie Rating,movie-rating,Medium
1342,Number of Steps to Reduce a Number to Zero,number-of-steps-to-reduce-a-number-to-zero,Easy
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Medium
1344,Angle Between Hands of a Clock,angle-between-hands-of-a-clock,Medium
1345,Jump Game IV,jump-game-iv,Hard
1346,Check If N and Its Double Exist,check-if-n-and-its-double-exist,Easy
1347,Minimum Number of Steps to Make Two Strings Anagram,minimum-number-of-steps-to-make-two-strings-anagram,Medium
1348,Tweet Counts Per Frequency,tweet-counts-per-frequency,Medium
1349,Maximum Students Taking Exam,maximum-students-taking-exam,Hard
1350,Students With Invalid Departments,students-with-invalid-departments,Easy
1351,Count Negative Numbers in a Sorted Matrix,count-negative-numbers-in-a-sorted-matrix,Easy
1352,Product of the Last K Numbers,product-of-the-last-k-numbers,Medium
1353,Maximum Number of Events That Can Be Attended,maximum-number-of-events-that-can-be-attended,Medium
1354,Construct Target Array With Multiple Sums,construct-target-array-with-multiple-sums,Hard
1355,Activity Participants,activity-participants,Medium
1356,Sort Integers by The Number of 1 Bits,sort-integers-by-the-number-of-1-bits,Easy
1357,Apply Discount Every n Orders,apply-discount-every-n-orders,Medium
1358,Number of Substrings Containing All Three Characters,number-of-substrings-containing-all-three-characters,Medium
1359,Count All Valid Pickup and Delivery Options,count-all-valid-pickup-and-delivery-options,Hard
1360,Number of Days Between Two Dates,number-of-days-between-two-dates,Easy
1361,Validate Binary Tree Nodes,validate-binary-tree-nodes,Medium
1362,Closest Divisors,closest-divisors,Medium
1363,Largest Multiple of Three,largest-multiple-of-three,Hard
1364,Number of Trusted Contacts of a Customer,number-of-trusted-contacts-of-a-customer,Medium
1365,How Many Numbers Are Smaller Than the Current Number,how-many-numbers-are-smaller-than-the-current-number,Easy
1366,Rank Teams by Votes,rank-teams-by-votes,Medium
1367,Linked List in Binary Tree,linked-list-in-binary-tree,Medium
1368,Minimum Cost to Make at Least One Valid Path in a Grid,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Hard
1369,Get the Second Most Recent Activity,get-the-second-most-recent-activity,Hard
1370,Increasing Decreasing String,increasing-decreasing-string,Easy
1371,Find the Longest Substring Containing Vowels in Even Counts,find-the-longest-substring-containing-vowels-in-even-counts,Medium
1372,Longest ZigZag Path in a Binary Tree,longest-zigzag-path-in-a-binary-tree,Medium
1373,Maximum Sum BST in Binary Tree,maximum-sum-bst-in-binary-tree,Hard
1374,Generate a String With Characters That Have Odd Counts,generate-a-string-with-characters-that-have-odd-counts,Easy
1375,Bulb Switcher III,bulb-switcher-iii,Medium
1376,Time Needed to Inform All Employees,time-needed-to-inform-all-employees,Medium
1377,Frog Position After T Seconds,frog-position-after-t-seconds,Hard
1378,Replace Employee ID With The Unique Identifier,replace-employee-id-with-the-unique-identifier,Easy
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Medium
1380,Lucky Numbers in a Matrix,lucky-numbers-in-a-matrix,Easy
1381,Design a Stack With Increment Operation,design-a-stack-with-increment-operation,Medium
1382,Balance a Binary Search Tree,balance-a-binary-search-tree,Medium
1383,Maximum Performance of a Team,maximum-performance-of-a-team,Hard
1384,Total Sales Amount by Year,total-sales-amount-by-year,Hard
1385,Find the Distance Value Between Two Arrays,find-the-distance-value-between-two-arrays,Easy
1386,Cinema Seat Allocation,cinema-seat-allocation,Medium
1387,Sort Integers by The Power Value,sort-integers-by-the-power-value,Medium
1388,Pizza With 3n Slices,pizza-with-3n-slices,Hard
1389,Create Target Array in the Given Order,create-target-array-in-the-given-order,Easy
1390,Four Divisors,four-divisors,Medium
1391,Check if There is a Valid Path in a Grid,check-if-there-is-a-valid-path-in-a-grid,Medium
1392,Longest Happy Prefix,longest-happy-prefix,Hard
1393,Capital Gain/Loss,capital-gainloss,Medium
1394,Find Lucky Integer in an Array,find-lucky-integer-in-an-array,Easy
1395,Count Number of Teams,count-number-of-teams,Medium
1396,Design Underground System,design-underground-system,Medium
1397,Find All Good Strings,find-all-good-strings,Hard
1398,Customers Who Bought Products A and B but Not CNew,customers-who-bought-products-a-and-b-but-not-cnew,Medium
1399,Count Largest Group,count-largest-group,Easy
1400,Construct K Palindrome Strings,construct-k-palindrome-strings,Medium
1401,Circle and Rectangle Overlapping,circle-and-rectangle-overlapping,Medium
1402,Reducing Dishes,reducing-dishes,Hard
1403,Minimum Subsequence in Non-Increasing Order,minimum-subsequence-in-non-increasing-order,Easy
1404,Number of Steps to Reduce a Number in Binary Representation to One,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Medium
1405,Longest Happy String,longest-happy-string,Medium
1406,Stone Game III,stone-game-iii,Hard
1407,Top TravellersNew,top-travellersnew,Easy
1,Two Sum,two-sum,Easy
3,Longest Substring Without Repeating Characters,longest-substring-without-repeating-characters,Medium
7,Reverse Integer,reverse-integer,Easy
9,Palindrome Number,palindrome-number,Easy
11,Container With Most Water,container-with-most-water,Medium
15,3Sum,3sum,Medium
16,3Sum Closest,3sum-closest,Medium
21,Merge Two Sorted Lists,merge-two-sorted-lists,Easy
23,Merge k Sorted Lists,merge-k-sorted-lists,Hard
26,Remove Duplicates from Sorted Array,remove-duplicates-from-sorted-array,Easy
27,Remove Element,remove-element,Easy
53,Maximum Subarray,maximum-subarray,Easy
56,Merge Intervals,merge-intervals,Medium
57,Insert Interval,insert-interval,Hard
61,Rotate List,rotate-list,Medium
62,Unique Paths,unique-paths,Medium
70,Climbing Stairs,climbing-stairs,Easy
88,Merge Sorted Array,merge-sorted-array,Easy
91,Decode Ways,decode-ways,Medium
92,Reverse Linked List II,reverse-linked-list-ii,Medium
94,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,Medium
95,Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium
96,Unique Binary Search Trees,unique-binary-search-trees,Medium
98,Validate Binary Search Tree,validate-binary-search-tree,Medium
100,Same Tree,same-tree,Easy
102,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium
103,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium
104,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,Easy
105,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium
106,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium
107,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Easy
108,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,Easy
110,Balanced Binary Tree,balanced-binary-tree,Easy
111,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,Easy
112,Path Sum,path-sum,Easy
113,Path Sum II,path-sum-ii,Medium
121,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,Easy
122,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Easy
123,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,Hard
124,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,Hard
125,Valid Palindrome,valid-palindrome,Easy
141,Linked List Cycle,linked-list-cycle,Easy
144,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,Medium
146,LRU Cache,lru-cache,Medium
147,Insertion Sort List,insertion-sort-list,Medium
148,Sort List,sort-list,Medium
160,Intersection of Two Linked Lists,intersection-of-two-linked-lists,Easy
175,Combine Two Tables,combine-two-tables,Easy
176,Second Highest Salary,second-highest-salary,Easy
181,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,Easy
182,Duplicate Emails,duplicate-emails,Easy
183,Customers Who Never Order,customers-who-never-order,Easy
184,Department Highest Salary,department-highest-salary,Medium
188,Best Time to Buy and Sell Stock IV,best-time-to-buy-and-sell-stock-iv,Hard
189,Rotate Array,rotate-array,Easy
196,Delete Duplicate Emails,delete-duplicate-emails,Easy
198,House Robber,house-robber,Easy
200,Number of Islands,number-of-islands,Medium
202,Happy Number,happy-number,Easy
203,Remove Linked List Elements,remove-linked-list-elements,Easy
206,Reverse Linked List,reverse-linked-list,Easy
207,Course Schedule,course-schedule,Medium
208,Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium
210,Course Schedule II,course-schedule-ii,Medium
213,House Robber II,house-robber-ii,Medium
215,Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium
225,Implement Stack using Queues,implement-stack-using-queues,Easy
226,Invert Binary Tree,invert-binary-tree,Easy
232,Implement Queue using Stacks,implement-queue-using-stacks,Easy
234,Palindrome Linked List,palindrome-linked-list,Easy
237,Delete Node in a Linked List,delete-node-in-a-linked-list,Easy
241,Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium
258,Add Digits,add-digits,Easy
268,Missing Number,missing-number,Easy
283,Move Zeroes,move-zeroes,Easy
295,Find Median from Data Stream,find-median-from-data-stream,Hard
297,Serialize and Deserialize Binary Tree,serialize-and-deserialize-binary-tree,Hard
309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,Medium
310,Minimum Height Trees,minimum-height-trees,Medium
326,Power of Three,power-of-three,Easy
337,House Robber III,house-robber-iii,Medium
347,Top K Frequent Elements,top-k-frequent-elements,Medium
355,Design Twitter,design-twitter,Medium
429,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,Medium
449,Serialize and Deserialize BST ,serialize-and-deserialize-bst,Medium
451,Sort Characters By Frequency,sort-characters-by-frequency,Medium
455,Assign Cookies,assign-cookies,Easy
501,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,Easy
509,Fibonacci Number,fibonacci-number,Easy
543,Diameter of Binary Tree,diameter-of-binary-tree,Easy
547,Friend Circles,friend-circles,Medium
559,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,Easy
560,Subarray Sum Equals K,subarray-sum-equals-k,Medium
572,Subtree of Another Tree,subtree-of-another-tree,Easy
589,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,Easy
590,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,Easy
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,Easy
595,Big Countries,big-countries,Easy
596,Classes More Than 5 Students,classes-more-than-5-students,Easy
617,Merge Two Binary Trees,merge-two-binary-trees,Easy
620,Not Boring Movies,not-boring-movies,Easy
622,Design Circular Queue,design-circular-queue,Medium
637,Average of Levels in Binary Tree,average-of-levels-in-binary-tree,Easy
641,Design Circular Deque,design-circular-deque,Medium
643,Maximum Average Subarray I,maximum-average-subarray-i,Easy
654,Maximum Binary Tree,maximum-binary-tree,Medium
680,Valid Palindrome II,valid-palindrome-ii,Easy
684,Redundant Connection,redundant-connection,Medium
687,Longest Univalue Path,longest-univalue-path,Easy
692,Top K Frequent Words,top-k-frequent-words,Medium
695,Max Area of Island,max-area-of-island,Medium
700,Search in a Binary Search Tree,search-in-a-binary-search-tree,Easy
701,Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium
703,Kth Largest Element in a Stream,kth-largest-element-in-a-stream,Easy
704,Binary Search,binary-search,Easy
705,Design HashSet,design-hashset,Easy
706,Design HashMap,design-hashmap,Easy
707,Design Linked List,design-linked-list,Medium
713,Subarray Product Less Than K,subarray-product-less-than-k,Medium
714,Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium
721,Accounts Merge,accounts-merge,Medium
724,Find Pivot Index,find-pivot-index,Easy
743,Network Delay Time,network-delay-time,Medium
763,Partition Labels,partition-labels,Medium
771,Jewels and Stones,jewels-and-stones,Easy
785,Is Graph Bipartite?,is-graph-bipartite,Medium
787,Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium
797,All Paths From Source to Target,all-paths-from-source-to-target,Medium
799,Champagne Tower,champagne-tower,Medium
814,Binary Tree Pruning,binary-tree-pruning,Medium
826,Most Profit Assigning Work,most-profit-assigning-work,Medium
836,Rectangle Overlap,rectangle-overlap,Easy
841,Keys and Rooms,keys-and-rooms,Medium
860,Lemonade Change,lemonade-change,Easy
876,Middle of the Linked List,middle-of-the-linked-list,Easy
881,Boats to Save People,boats-to-save-people,Medium
888,Fair Candy Swap,fair-candy-swap,Easy
897,Increasing Order Search Tree,increasing-order-search-tree,Easy
912,Sort an Array ,sort-an-array,Medium
938,Range Sum of BST,range-sum-of-bst,Easy
941,Valid Mountain Array,valid-mountain-array,Easy
965,Univalued Binary Tree,univalued-binary-tree,Easy
974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,Medium
977,Squares of a Sorted Array,squares-of-a-sorted-array,Easy
986,Interval List Intersections,interval-list-intersections,Medium
993,Cousins in Binary Tree,cousins-in-binary-tree,Easy
997,Find the Town Judge,find-the-town-judge,Easy
1018,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5,Easy
1029,Two City Scheduling,two-city-scheduling,Easy
1046,Last Stone Weight,last-stone-weight,Easy
1093,Statistics from a Large Sample,statistics-from-a-large-sample,Medium
1103,Distribute Candies to People,distribute-candies-to-people,Easy
1110,Delete Nodes And Return Forest,delete-nodes-and-return-forest,Medium
1114,Print in Order,print-in-order,Easy
1137,N-th Tribonacci Number,n-th-tribonacci-number,Easy
1143,Longest Common Subsequence,longest-common-subsequence,Medium
1179,Reformat Department Table,reformat-department-table,Easy
1184,Distance Between Bus Stops,distance-between-bus-stops,Easy
1200,Minimum Absolute Difference,minimum-absolute-difference,Easy
1202,Smallest String With Swaps,smallest-string-with-swaps,Medium
1226,The Dining Philosophers,the-dining-philosophers,Medium
1239,Maximum Length of a Concatenated String with Unique Characters,maximum-length-of-a-concatenated-string-with-unique-characters,Medium
1261,Find Elements in a Contaminated Binary Tree,find-elements-in-a-contaminated-binary-tree,Medium
1267,Count Servers that Communicate,count-servers-that-communicate,Medium
33,Search in Rotated Sorted Array,search-in-rotated-sorted-array,Medium
84,Largest Rectangle in Histogram ,largest-rectangle-in-histogram,Hard
127,Word Ladder ,word-ladder,Medium
678,Valid Parenthesis String,valid-parenthesis-string,Medium
1260,Shift 2D Grid,shift-2d-grid,Easy
